question,answer
"selamat siang , dok saya kemaren baru pindah kontrakan rumah, malemnya saya tidur di ruang tamu dialasi karpet. pas tengah malam tidur saya ngerasa ada yg gigit kaki saya sampe saya kebangun, ternyata yg gigit itu tikus. berhubung saya mengantuk parah saya langsung tidur lagi gak bersihin dulu. paginya saya liat bekas gigitannya bengkak dan nyeri. ini yang saya alami kirakira bahaya gak ya dokter terima kasih","alo, selamat malamtikus ialah hewan yang identik dengan tubuh dan tempat tinggal yang kotor, karena seperti itu maka gigitan tikus rentan menyebarkan kuman yang menyebabkan terjadi infeksi. infeksi yang bahaya dikenal dengan demam gigitan tikus atau disebut dengan rat bite fever. infeksi dapat terjadu akibat gigitan, memegang tikus dan konsumsi makanan atau minuman yang terkontaminasi kotoran tikus. demam gigitan tikus ditandai dengan ruam yang rata atau sedikit menonjol, berwarna merah atau ungu seperti memar."
"selamat malam dok, saya mau bertanya bagaimana cara menghilangkan jerawat jadi di wajah saya tuh muncul beberapa jerawat, tapi jerawatnya didalem kayak jerawat kulit gitu. saya pakai acne patch tapi jerawatnya tdk keluar juga. bagaimana cara menghilangkannya agar tidak semakin bertambah banyak terima kasih","alo, terima kasih atas pertanyaannya untuk alodokter.jerawat dapat muncul pada kulit wajah akibat penyumbatan kelenjar minyak dari minyak berlebih, sel kulit mati, dan bakteri, dimana dapat menimbulkan bentuk beragam yang terdiri dari komedo, benjolan kecil kemerahan, hingga benjolan besar berisi nanah seperti kista atau jerawat batu."
"halo dok, saya menggunakan pil kb, sekarang kan saya lagi menyusui dok.. tapi semenjak minum pil kb asi saya jadi berkurang dok.. saya mau ganti ke kb yang lain tapi takut jadi gemuk.. kira2 pilihan kb yg tepat untuk ibu menyusui yng tidak mengurangi produksi asi apa ya dok mohon pencerahannya. terima kasih","alo, terima kasih atas pertanyaannya untuk alodokter.kontrasepsi perlu dilakukan secara tepat pada ibu menyusui untuk mencegah terjadinya kehamilan yang terlalu dekat dengan kehamilan sebelumnya, dimana juga penting untuk mengoptimalkan pertumbuhan dan perkembangan bayi atau balita yang sedang diasuh saat ini."
"dokter, telat haid 6 hari apakah hamil saya sama pacar saya abis petting terus dia bilang harusnya dia sudah haid 6 hari yg llalu tapi haidnya sampe sekarang belum juga muncul dok","alo, selamat malamkehamilan dapat terjadi bila melakukan hubungan seksul tanpa menggunakan alat kontrasepsi dan melakukan penetrasi penis ke dalam vagina serta pembuhan berhasil terjadi. namun jika melakukan hubungan intim tanpa penetrasi ke dalam vagina maka kemungkinan kehamilan tidak terjadi."
"halo dok, usia kehamilan saya sekarang 36 minggu. dokter kandungan saya bilang kepala bayinya belum masuk panggul. apa mungkin ciriciri panggul sempit ya dok bagaimana cara mengatasinya ya dok mohon bantuannya dok.. terima kasih","pada ibu yang belum pernah melahirkan sebelumnya nullipara, seringnya bagian terbawah janin umumnya kepala baru akan masuk ke pintu atas panggul pap di usia kandungan yang sudah genap 9 bulan berkisar 37 minggu. berbeda dengan pada ibu yang sudah pernah melahirkan sebelumnya multipara, dimana bagian terbawah janin bisa masuk ke pap lebih cepat, yakni di kisaran usia kandungan 8 bulan."
"alodokter, dok tadi saya saat berdiri tiba kepala saya pusing, penglihatan gelap dan kaya mau jatoh. itu terjadi hanya beberapa detik penglihatan hitamnya. itu kenapa ya dokter","selamat sore, terima kasih telah bertanya di alodokter. keluhan yang anda alami, kemungkinan merupakan kondisi yang disebut hipotensi ortostatik. hipotensi ortostatik adalah kondisi tekanan darah rendah yang dipicu oleh perubahan posisi, dari duduk atau berbaring menjadi berdiri. gejalanya adalah pusing, mual, sesak napas, penglihatan kabur atau gelap, badan terasa lemas, berdebar, hingga pingsan.kondisi ini sebenarnya tidak memerlukan penanganan khusus, karena umumnya hanya terjadi beberapa menit dan tidak mengindikasikan sesuatu yang berbahaya."
"dok saya selalu mengeluhkan sesak napas , kadang terasa sakit dibagian dada tengah juga. hal ini terjadi berulang meski saya sedang dalam posisi istirahat dan tidak beraktivitas. menurut dokter tentang yang saya keluhkan itu bagaimana mohon penjelasannya",terima kasih atas pertanyaannya.keluhan dada yang terasa sesak dapat disebabkan oleh karena berbagai hal. namun untuk memastikan keluhan yang dialami perlu dilakukan pemeriksaan secara langsung dengan dokter untuk menanyakan lebih lanjut terkait dengan keluhan yang dialami kemudian melakukan pemeriksaan fisik. bila yang disebutkan hanya dada terasa sesak saja maka terdapat berbagai kemungkinan penyebab serta setiap penyebab keluhan memiliki karakteristik yang bebedabeda dan dapat diketahui melalui pemeriksaan.
"dokter, saya beberapa waktu lalu bab saat cebok saya merasa ada benjolan di anus saya, trs pupnya jg terasa sakit dan keras sekali. ini udah semingguan dok saya merasa aneh sama anus saya. saya periksakan ke dokter katanya ini wasir. dan diberikan obat. kirakira berapa lama ambeien saya akan sembuh ya dok setelah minum obat","alo,ambeien  wasir disebut juga dengan istilah hemoroid. wasir merupakan pembengkakan  pembesaran di pembuluh darah di bagian akhir usus besar  rektum dan anus. berdasarkan pembengkakannya, wasir terbagi menjadi 4 derajat yaitu derajat 1 benjol  bengkak di dalam anus dan tidak terlihat  teraba dari luar, derajat 2 benjolan keluar saat bab, masuk dengan sendirinya setelah selesai bab, derajat 3 benjolan menggantung di anus tetapi bisa dimasukkan dengan bantuan jari  didorong ke dalam, dan derajat 4 benjolan besar menggantung di anus dan tidak bisa didorong masuk kembali."
"dokter, permisi mau nanya.. saya punya keluhan nih dok, mata kiri saya terasa sakit dok saat melirik dok, entah melirik ke samping ataupun ke atas dok.. kenapa ya ini dok gimana untuk mengatasinya dok ,ohon dijawab dok","selamat sore, terima kasih telah bertanya di alodokter. keluhan mata yang sakit ketika melirik, bisa terjadi karena sejumlah kemungkinan penyebab, seperti adanya peradangan pada lapisan terluar bola mata, radang pada otot bola mata, infeksi pada kelenjar air mata, peradangan pada kelopak mata, dan bintitan. sementara untuk pemicunya, bisa karena kebiasaan mengucek mata berlebihan, mengucek mata menggunakan tangan yang kotor, paparan debu berulang, dan masih banyak lagi."
"siang dokter, saya saat ini umurnya 23 tahun, sudah seminggu batuk berdahak dan kayanya amandel saya membengkak.. akhirnya saya ke dokter dan dikasi obat salah satunya acetylcysteine, itu obat apa ya dok kok pas saya searching saya nemu itu obat banyak buat covid","terima kasih atas pertanyaannya.acetylcystein merupakan salah satu obat yang digunakan untuk mengatsi batuk. batuk sendiri merupakan reaksi tubuh untuk mengeluarkan benda asing dari pernapasan dimana batuk dapat terjadi berupa batuk berdahak, batuk kering, batuk berdarah, dan sebagainya. batuk dapat disebabkan oleh karena berbagai hal seperti mengalami infeksi saluran napas, peradangan saluran napas, alergi, dan sebagainya."
saya tiap habis mandi kenapa tangan saya jadi keriput. kena air saat mencuci piring juga begini dok. padahal air jg dinginnya normal dan saya tidak sedang tinggal di daerah pegunungan yg dingin. apakah yang saya alami ini merupakan ciriciri alergi air dok mohon pencerahannya. makasih,"tangan yang keriput shabis berkontak dengan air seringnya merupakan hal yang wajar disebabkan oleh keluarnya sebagian cairan tubuh dan senyawa lain di sekitarnya melalui mekanisme osmosis. kontak dengan air bersuhu normal sekalipun bisa juga memicu keluhan seperti ini. jika tidak ada penyulit lain, umumnya keriput akan membaik sendiri usai beberapa saat setelah tangan anda dikeringkan. sebab itu, tidak perlu anda khawatir berlebihan ya.."
"saya remaja 16 th dok, punya permasalahan di wajah. wajah saya muncul bercak putih mirip panu namun tidak gatal samsek. dan bukan vitiligo dok, saya obatinya paka apa ya dok gak pd saya dok soalnya suka di olok2 panuan sama temen.","bercak putih di wajah yang tidak terasa gatal memang belum tentu disebabkan oleh panu atau vitiligo. mungin juga, keluhan seperti ini muncul karena pencetus lain, misalnya pityriasis alba, psoriasis, hipopigmentasi pasca radang, dermatitis seboroik, kusta, tanda lahir, dan banyak lagi kemungkinan yang lain.meski tidak selalu berbahaya, kondisi ini memang bisa teramat mengganggu penampilan jika tidak diatasi. namun, tidak sembarang penanganan juga bisa anda lakukan guna mengatasi keluhan anda."
"dok, saya mau taya. sampai berapa gigi seseorang bisa tumbuh usia saya saat ini 20 tahun, apakah masih bisa tumbuh gigi dok kemarin saya jatuh dari motor, gigi depan saya patah setengah. saya ingin cabut gigi dok, tapi apakah masih bisa tumbuh lagi setelah dicaut dok apakah ada cara agar gigi bisa tumbuh lagi dok terima kasih","alo, selamat sianggigi umumnya tumbuh mulai sejak usia 6 bulan, gigi yang tumbuh pertama kali merupakan gigi susu setelah itu usia memasuki 6 tahun ke atas gigi susu akan lepas dan akan diganti dengan gigi permanen. bila sudah tumbuhnya gigi permanen ada kondisi gigi copot maka tidak bisa tumbuh kembali ya. walaupun gigi patah sebagian tetap tidak akan bisa tumbuh kembali namun jika gigi patahan sebagian bisa dilakukan tempelan gigi, namun jika patahan begitu banyak kemungkinan akan dilakukan pencabutanan dan anda akan mengalami ompong."
"sore alodokter, dok saya tadi pagi sarapan pake mie pedas, terus minum es kopi, kok siangnya perut saya terasa tidak nyaman, sakit seperti di tusuktusuk, pusing dan ada mualnya juga dok apakah ini saya ada ciriciri penyakit gerd dokter obat yang bisa mengatasi sakit perut saya apa ya dokter","terima kasih atas pertanyaannya.keluhan nyeri perut umumnya disebabkan karena adanya gangguan organ pencernaan yang dapat disebabkan misalnya karena radang, infeksi, dan sebagainya. maka dari itu perlu diketahui mengenai lokasi keluhan lokasi nyeri, kemudian karakteristik nyeri, pemicu nyeri, gejala penyerta dan sebagainya. maka dari itu untuk mengetahui keluhan pasti harus melalui pemeriksaan.mengenai apakah keluhan yang dialami disebababkan karena gerd hal ini mungkin saja."
"alodokter, saya wanita usia 25 tahun, rambut saya kalau panjang suka rontok dok makanya selalu dipotong gak lebih dari bahu padahal dari kecil sampe remaja rambut saya panjang tapi tidak ada masalah rontok atau ketombepun. nah, sekarang saya mengalami ketombean rasanya gatal bgt, kirakira gimana ya cara ngilangin rambut rontok dan ketombe ini atau rekomendasi produk buat ngilangin rambut rontok dan ketombe terimakasih","rambut rontok, gatal, dan berketombe biasanya menandakan perawatan rambut dan kulit kepala yang tidak tepat. bukan itu saja, keluhan seperti ini bisa pula muncul akibat infeksi jamur atau mikroorganisme lain di kulit kepala, stres, fluktuasi hormonal, modifikasi rambut yang berlebihan, gangguan autoimun, kekurangan nutrisi tertentu, dermatitis seboroik, eksim, keganasan, pengaruh pengobatan, dan banyak lagi gangguan medis lainnya.agar tertasi, sepatutnya anda memeriksakan diri dulu ke dokter atau dokter kulit terdekat."
"2 bulan yg lalu mata kanan saya terasa aneh. awalnya tidak ada apaapa, sampai akhirnya di mata saya seperti ada lemak putih.. apakah lemak pada mata bisa hilang jika saya merendam mata ke dalam air rebusan daun sirih dok berapa lama saya harus merendam mata agar lemaknya cepat hilang trims","alo, selamat sianglemak mata yang berwarna putih dalam dunia medis disebut dengan pterygium ialah penyakit mata yang ditandai dengan tumbuhnya selaput pada bagian putih bola mata yang bisa mencapai kornea yang dimana kondisi ini dapat terjadi pada salah satu atau kedua mata. pyterigium dapat di awalai dengan munculnya pinguecula yang merupakan noda kekuningan di bagian putih mata hal ini timbul akibat penggumpalan protein, lemak atau kalsium di dalam mata."
"halo dokter, saya mau tanya. 2 hari lalu saat saya bangun tidur jari tangan sebelah kanan saya terasa kaku bila digerakkan dan kesemutan hingga sulit untuk dipakai menggenggam dan berlanjut sampai hari ini.. penyebabnya apa dok apa karena posisi tidur saya yg salah atau karena hal lain apa yang harus dilakukan untuk kondisi ini dok terima kasih","terima kasih atas pertanyaannya.keluhan jari yang terasa kaku dan kesemutan saat bangun tidur dapat disebabkan oleh karena beberapa penyebab misalnya karena jari tangan tertekan saat tidur akibat posisi tidur yang salah, kemudian karena melakukan aktivitas berlebih menggunakan jari tangan yang menimbulkan peradangan sendi misalnya osteoarthritis, mengalamitrigger fingerataucts carpal tunnel syndrome."
"halo dok, saya mau tanya kenapa ya sudah seharian ini kulit wajah saya memerah dan terasa panas dari pagi sampai siang. padahal hari ini saya tidak keluar rumah dok. penyebabnya apa ya dok terus solusinya gmn ya dok mohon dibantu ya. terima kasih","kulit wajah yang memerah dan terasa panas dapat terjadi karena aliran darah ke wajah meningkat sehingga pembuluh darah melebar, muka merah pada umumnya paling terlihat pada area pipi yang dimana pembuluh darah paling dekat dengan permukaan kulit. dimana saat peningkatan pembuluh darah pada kulit bisa cenderung merasa hangat dan panas ketika disentuh."
"hi dokter, dok saya mau nanya. belakangan ini susu almond sedang popular dan kabarnya bagus untuk kesehatan. kirakira apakah ada efek sampingnya dok dan aturan minumnya itu sehari berapa gelas setiap hari dokter dan apakah boleh di minum untuk semua kalangan usia","selamat sore, terima kasih telah bertanya di alodokter. susu almond merupakan pilihan susu sehat yang dibuat dari kacang almond. susu ini dikategorikan susu sehat bagi banyak orang, karena susu ini tergolong rendah kalori, dan memiliki beragam nutrisi bagi tubuh, seperti protein, serat, zat besi, dan berbagai vitamin.mengenai pertanyaan anda, memperlakukan susu almond ini pada dasarnya akan sama saja dengan sumber nutrisi lainnya. anda boleh mengonsumsinya setiap hari, selama porsinya sewajarnya."
"saya beberapa waktu lalu, operasi usus buntu dok. ini operasi saya udah sebulan lalu dok. tapi bekasnya kadang masih nyeri dan sekarang malah makin parah dan keluar cairan kuning. apa ini emang masas penyembuhannya begitu dokter kok lama ya, gak kering2 malah segala keluar cairan kuning. tolong di jawab ya dokter. trims","alo, selamat siangoperasi usus buntu dikenal dengan apendektomi yaitu tindakan medis untuk mengangkat usus buntu yang mengalami infeksi. setelah selesai operasi bekas luka akan di jahit, pasca jahitan bekas luka normal mengalami nyeri ini merupakan proses penyembuhan. namun jika luka bekas operasi, mengalami nyeri hebat, merah, bengkak, keluar cairan kondisi ini mengarah infeksi pada bekas operasi yang sebaiknya harus ditangani oleh dokter yang akan dilakukan perawatan luka serta konsumsi obat antibiotik."
"halo dok, keponakan saya memiliki penyakit jantung bocor sekitar 4mm dan usianya baru saja 9 bulan.. untuk gejala seperti bibir membiru, bb tdk naik, badan lemas tdk dirasakan oleh keponakan saya. bb nya tiap bulan tetap naik.. seperti anak normal.. penyebab jantung bocor pada keponakan saya apa ya dok kalau dilihat semua gejalanya keponakan saya tdk mengalami dok","jantung bocor adalah istilah awam untuk adanya lubang di jantung. pada bayi, kondisi ini seringnya mengacu pada penyakit jantung bawaan, yang menyebabkan adanya lubang abnormal di dinding yang membatasi dinding ruang jantung sebelah kiri dan kanan, misalnya pada kasus defek septum ventrikel, defek septum atrium, dan tetralogy of fallot. namun, pada beberapa kasus, mungkin juga jantung bocor pada bayi mencerminkan adanya gangguan di katup jantung lebih jarang, misalnya stenosis katup aorta."
